역코드,역명,승강기명,운행구간,설치위치,승강기 구분
P550,올림픽공원(5),승강기)에스컬레이터 4,B2-B3,내부,ES
P550,올림픽공원(5),승강기)엘리베이터 1,B2-B3,내부,EV
P550,올림픽공원(5),승강기)엘리베이터 2,B2-B3,내부,EV
P550,올림픽공원(5),승강기)엘리베이터 4,F1-B2,2번 출구측,EV
P551,방이,승강기)에스컬레이터 1,B1-F1,외부,ES
P551,방이,승강기)에스컬레이터 2,F1-B1,외부,ES
P551,방이,승강기)엘리베이터 1,B1-B2,내부,EV
P551,방이,승강기)엘리베이터 2,B1-B2,내부,EV
P551,방이,승강기)엘리베이터 3,F1-B1,3번 출구측,EV
P551,방이,승강기)엘리베이터 4,F1-B1,1번 출구측,EV
P552,오금(5),승강기)에스컬레이터 1,BM1-B1,3번 출구측,ES
P552,오금(5),승강기)에스컬레이터 2,B1-BM1,3번 출구측,ES
P552,오금(5),승강기)에스컬레이터 3,B1-BM1,5번 출구측,ES
P552,오금(5),승강기)에스컬레이터 4,B3-B2,내부,ES
P552,오금(5),승강기)에스컬레이터 5,B2-B3,내부,ES
P552,오금(5),승강기)에스컬레이터 6,B3-B2,내부,ES
P552,오금(5),승강기)에스컬레이터 7,B2-B3,내부,ES
P552,오금(5),승강기)엘리베이터 1,B1-B2,내부,EV
P552,오금(5),승강기)엘리베이터 2,B1-B2,내부,EV
P552,오금(5),승강기)엘리베이터 3,B2-B3,내부,EV
P552,오금(5),승강기)엘리베이터 4,B2-B3,내부,EV
P552,오금(5),승강기)엘리베이터 5,F1-B1,5번 출구측,EV
P553,개롱,승강기)에스컬레이터 1,F1-B1,외부,ES
P553,개롱,승강기)에스컬레이터 2,B1-F1,외부,ES
P553,개롱,승강기)엘리베이터 1,B1-B2,내부,EV
P553,개롱,승강기)엘리베이터 2,B1-B2,내부,EV
P553,개롱,승강기)엘리베이터 3,F1-B1,34번 출구측,EV
P554,거여,승강기)에스컬레이터 1,B1-BM1,내부,ES
P554,거여,승강기)에스컬레이터 2,B1-BM1,내부,ES
P554,거여,승강기)엘리베이터 1,B1-B2,내부,EV
P554,거여,승강기)엘리베이터 2,B1-B2,내부,EV
P554,거여,승강기)엘리베이터 3,F1-B1,2번 출구측,EV
P555,마천,승강기)에스컬레이터 1,B4-B2,내부,ES
P555,마천,승강기)에스컬레이터 10,B1-F1,2번 출구측,ES
P555,마천,승강기)에스컬레이터 2,B2-B4,내부,ES
P555,마천,승강기)에스컬레이터 3,B4-B2,내부,ES
P555,마천,승강기)에스컬레이터 4,B2-B4,내부,ES
P555,마천,승강기)에스컬레이터 5,F1-B1,외부,ES
P555,마천,승강기)에스컬레이터 5,F1-B1,1번 출구측,ES
P555,마천,승강기)에스컬레이터 6,F1-B1,외부,ES
P555,마천,승강기)에스컬레이터 6,B1-F1,1번 출구측,ES
P555,마천,승강기)에스컬레이터 7,B1-BM2,내부,ES
P555,마천,승강기)에스컬레이터 8,BM2-B1,내부,ES
P555,마천,승강기)에스컬레이터 9,F1-B1,2번 출구측,ES
P555,마천,승강기)엘리베이터 1,B1-B4,내부,EV
P555,마천,승강기)엘리베이터 2,B1-B4,내부,EV
P555,마천,승강기)휠체어리프트 1,B1-B2,내부,WL
P555,마천,승강기)휠체어리프트 2,B1-B2,내부,WL
P555,마천,승강기)휠체어리프트 3,F1-B1,외부,WL
554,강일,승강기)에스컬레이터 1,B3-B2,내부,ES
554,강일,승강기)에스컬레이터 10,F1-B2,1번 출구측,ES
554,강일,승강기)에스컬레이터 11,B1-F1,2번 출구측,ES
554,강일,승강기)에스컬레이터 12,F1-B1,2번 출구측,ES
554,강일,승강기)에스컬레이터 13,B2-F1,3번 출입구,ES
554,강일,승강기)에스컬레이터 14,F1-B2,3번 출입구,ES
554,강일,승강기)에스컬레이터 15,B2-F1,4번 출입구,ES
554,강일,승강기)에스컬레이터 16,F1-B2,4번 출입구,ES
554,강일,승강기)에스컬레이터 2,B2-B3,내부,ES
554,강일,승강기)에스컬레이터 3,B3-B2,내부,ES
554,강일,승강기)에스컬레이터 4,B2-B3,내부,ES
554,강일,승강기)에스컬레이터 5,B3-B2,내부,ES
554,강일,승강기)에스컬레이터 6,B2-B3,내부,ES
554,강일,승강기)에스컬레이터 7,B3-B2,내부,ES
554,강일,승강기)에스컬레이터 8,B2-B3,내부,ES
554,강일,승강기)에스컬레이터 9,B2-F1,1번 출구측,ES
554,강일,승강기)엘리베이터 1,B3-B2,내부,EV
554,강일,승강기)엘리베이터 2,B3-B2,내부,EV
554,강일,승강기)엘리베이터 3,B3-B1,내부,EV
554,강일,승강기)엘리베이터 4,B3-B1,내부,EV
554,강일,승강기)엘리베이터 5,B2-1F,1번 출구측,EV
554,강일,승강기)엘리베이터 6,B2-1F,2번 출구측,EV
554,강일,승강기)엘리베이터 7,B2-1F,3번 출입구,EV
554,강일,승강기)엘리베이터 8,B2-1F,4번 출입구,EV
555,미사,승강기)에스컬레이터 1,B1-B2,내부,ES
555,미사,승강기)에스컬레이터 10,F1-B1,2번 출입구,ES
555,미사,승강기)에스컬레이터 11,B1-F1,4번 출입구,ES
555,미사,승강기)에스컬레이터 12,F1-B1,4번 출입구,ES
555,미사,승강기)에스컬레이터 13,B1-F1,5번 출입구,ES
555,미사,승강기)에스컬레이터 14,F1-B1,5번 출입구,ES
555,미사,승강기)에스컬레이터 15,B1-F1,6번 출입구,ES
555,미사,승강기)에스컬레이터 16,F1-B1,6번 출입구,ES
555,미사,승강기)에스컬레이터 17,B1-F1,7번 출입구,ES
555,미사,승강기)에스컬레이터 18,F1-B1,7번 출입구,ES
555,미사,승강기)에스컬레이터 19,B1-F1,9번 출입구,ES
555,미사,승강기)에스컬레이터 2,B2-B1,내부,ES
555,미사,승강기)에스컬레이터 20,F1-B1,9번 출입구,ES
555,미사,승강기)에스컬레이터 21,B1-F1,10번 출입구,ES
555,미사,승강기)에스컬레이터 22,F1-B1,10번 출입구,ES
555,미사,승강기)에스컬레이터 3,B1-B2,내부,ES
555,미사,승강기)에스컬레이터 4,B2-B1,내부,ES
555,미사,승강기)에스컬레이터 5,B2-B1,내부,ES
555,미사,승강기)에스컬레이터 6,B1-B2,내부,ES
555,미사,승강기)에스컬레이터 7,B1-F1,1번 출입구,ES
555,미사,승강기)에스컬레이터 8,F1-B1,1번 출입구,ES
555,미사,승강기)에스컬레이터 9,B1-F1,2번 출입구,ES
555,미사,승강기)엘리베이터 1,B2-B1,내부,EV
555,미사,승강기)엘리베이터 2,B2-B1,내부,EV
555,미사,승강기)엘리베이터 3,B1-F1,1번 출구측,EV
555,미사,승강기)엘리베이터 4,B1-F1,6번 출구측,EV
556,하남풍산,승강기)에스컬레이터 1,B2-B1,내부,ES
556,하남풍산,승강기)에스컬레이터 10,F1-B1,1번 출구측,ES
556,하남풍산,승강기)에스컬레이터 11,B1-F1,2번 출구측,ES
556,하남풍산,승강기)에스컬레이터 12,F1-B1,2번 출구측,ES
556,하남풍산,승강기)에스컬레이터 13,B1-F1,3번 출구측,ES
556,하남풍산,승강기)에스컬레이터 14,F1-B1,3번 출구측,ES
556,하남풍산,승강기)에스컬레이터 15,B1-F1,4번 출구측,ES
556,하남풍산,승강기)에스컬레이터 16,F1-B1,4번 출구측,ES
556,하남풍산,승강기)에스컬레이터 17,B1-F1,5번 출구측,ES
556,하남풍산,승강기)에스컬레이터 18,F1-B1,5번 출구측,ES
556,하남풍산,승강기)에스컬레이터 19,B1-F1,6번 출구측,ES
556,하남풍산,승강기)에스컬레이터 2,B1-B2,내부,ES
556,하남풍산,승강기)에스컬레이터 20,F1-B1,6번 출구측,ES
556,하남풍산,승강기)에스컬레이터 21,B1-F1,7번 출구측,ES
556,하남풍산,승강기)에스컬레이터 22,F1-B1,7번 출구측,ES
556,하남풍산,승강기)에스컬레이터 23,B1-F1,8번 출구측,ES
556,하남풍산,승강기)에스컬레이터 24,F1-B1,8번 출구측,ES
556,하남풍산,승강기)에스컬레이터 3,B2-B1,내부,ES
556,하남풍산,승강기)에스컬레이터 4,B1-B2,내부,ES
556,하남풍산,승강기)에스컬레이터 5,B2-B1,내부,ES
556,하남풍산,승강기)에스컬레이터 6,B1-B2,내부,ES
556,하남풍산,승강기)에스컬레이터 7,B2-B1,내부,ES
556,하남풍산,승강기)에스컬레이터 8,B1-B2,내부,ES
556,하남풍산,승강기)에스컬레이터 9,B1-F1,1번 출구측,ES
556,하남풍산,승강기)엘리베이터 1,B2-B1,내부,EV
556,하남풍산,승강기)엘리베이터 2,B2-B1,내부,EV
556,하남풍산,승강기)엘리베이터 3,B1-F1,1번 출구측,EV
556,하남풍산,승강기)엘리베이터 4,B1-F1,5번 출구측,EV
556,하남풍산,승강기)엘리베이터 5,B1-F1,7번 출구측,EV
557,하남시청,승강기)에스컬레이터 1,B2-B1,내부,ES
557,하남시청,승강기)에스컬레이터 10,M-B1,내부,ES
557,하남시청,승강기)에스컬레이터 11,B1-M,내부,ES
557,하남시청,승강기)에스컬레이터 12,M-B1,내부,ES
557,하남시청,승강기)에스컬레이터 13,B1-M,내부,ES
557,하남시청,승강기)에스컬레이터 14,M-B1,내부,ES
557,하남시청,승강기)에스컬레이터 15,M-F1,외부,ES
557,하남시청,승강기)에스컬레이터 16,F1-M,외부,ES
557,하남시청,승강기)에스컬레이터 17,M-F1,외부,ES
557,하남시청,승강기)에스컬레이터 18,F1-M,외부,ES
557,하남시청,승강기)에스컬레이터 19,M-F1,외부,ES
557,하남시청,승강기)에스컬레이터 2,B1-B2,내부,ES
557,하남시청,승강기)에스컬레이터 20,F1-M,외부,ES
557,하남시청,승강기)에스컬레이터 21,B1-M,외부,ES
557,하남시청,승강기)에스컬레이터 22,M-B1,외부,ES
557,하남시청,승강기)에스컬레이터 23,B1-F1,외부,ES
557,하남시청,승강기)에스컬레이터 24,F1-B1,외부,ES
557,하남시청,승강기)에스컬레이터 25,B1-M,외부,ES
557,하남시청,승강기)에스컬레이터 26,F1-M,외부,ES
557,하남시청,승강기)에스컬레이터 27,M-F1,외부,ES
557,하남시청,승강기)에스컬레이터 28,F1-M,외부,ES
557,하남시청,승강기)에스컬레이터 3,B2-B1,내부,ES
557,하남시청,승강기)에스컬레이터 4,B1-B2,내부,ES
557,하남시청,승강기)에스컬레이터 5,B2-B1,내부,ES
557,하남시청,승강기)에스컬레이터 6,B1-B2,내부,ES
557,하남시청,승강기)에스컬레이터 7,B2-B1,내부,ES
557,하남시청,승강기)에스컬레이터 8,B1-B2,내부,ES
557,하남시청,승강기)에스컬레이터 9,B1-M,내부,ES
557,하남시청,승강기)엘리베이터 1,B3-B2,내부,EV
557,하남시청,승강기)엘리베이터 2,B3-B2,내부,EV
557,하남시청,승강기)엘리베이터 3,B2-F1,3번 출구측,EV
557,하남시청,승강기)엘리베이터 4,B2-F1,5번 출구측,EV
558,하남검단산,승강기)에스컬레이터 1,B3-B2,내부,ES
558,하남검단산,승강기)에스컬레이터 10,B1-B2,내부,ES
558,하남검단산,승강기)에스컬레이터 11,B2-B1,내부,ES
558,하남검단산,승강기)에스컬레이터 12,B1-B2,내부,ES
558,하남검단산,승강기)에스컬레이터 13,B2-F1,1번 출구측,ES
558,하남검단산,승강기)에스컬레이터 14,F1-B2,1번 출구측,ES
558,하남검단산,승강기)에스컬레이터 15,B2-F1,2번 출구측,ES
558,하남검단산,승강기)에스컬레이터 16,F1-B2,2번 출구측,ES
558,하남검단산,승강기)에스컬레이터 17,B2-F1,3번 출구측,ES
558,하남검단산,승강기)에스컬레이터 18,F1-B2,3번 출구측,ES
558,하남검단산,승강기)에스컬레이터 19,B2-F1,4번 출구측,ES
558,하남검단산,승강기)에스컬레이터 2,B2-B3,내부,ES
558,하남검단산,승강기)에스컬레이터 20,F1-B2,4번 출구측,ES
558,하남검단산,승강기)에스컬레이터 3,B3-B2,내부,ES
558,하남검단산,승강기)에스컬레이터 4,B2-B3,내부,ES
558,하남검단산,승강기)에스컬레이터 5,B3-B2,내부,ES
558,하남검단산,승강기)에스컬레이터 6,B2-B3,내부,ES
558,하남검단산,승강기)에스컬레이터 7,B3-B2,내부,ES
558,하남검단산,승강기)에스컬레이터 8,B2-B3,내부,ES
558,하남검단산,승강기)에스컬레이터 9,B2-B1,내부,ES
558,하남검단산,승강기)엘리베이터 1,B3-B1,내부,EV
558,하남검단산,승강기)엘리베이터 2,B3-B1,내부,EV
558,하남검단산,승강기)엘리베이터 3,B1-F1,1번 출구측,EV
558,하남검단산,승강기)엘리베이터 4,B1-F1,3번 출구측,EV
610,응암,승강기)에스컬레이터 1,BM1-B1,내부,ES
610,응암,승강기)에스컬레이터 2,B1-BM1,내부,ES
610,응암,승강기)에스컬레이터 3,BM1-F1,외부,ES
610,응암,승강기)에스컬레이터 4,F1-BM1,외부,ES
610,응암,승강기)엘리베이터 1,B1-B2,내부,EV
610,응암,승강기)엘리베이터 2,F1-B1,4번 출구측,EV
611,역촌,승강기)에스컬레이터 1,B4-B1,내부,ES
611,역촌,승강기)에스컬레이터 2,B1-B4,내부,ES
611,역촌,승강기)에스컬레이터 3,B1-F1,외부,ES
611,역촌,승강기)에스컬레이터 4,F1-B1,외부,ES
611,역촌,승강기)에스컬레이터 5,F1-B1,외부,ES
611,역촌,승강기)에스컬레이터 6,B1-F1,외부,ES
611,역촌,승강기)엘리베이터 1,B1-B4,내부,EV
611,역촌,승강기)엘리베이터 2,F1-B1,4번 출구측,EV
612,불광(6),승강기)에스컬레이터 1,B2-B4,내부,ES
612,불광(6),승강기)에스컬레이터 10,B1-BM1,내부,ES
612,불광(6),승강기)에스컬레이터 11,BM1-B1,내부,ES
612,불광(6),승강기)에스컬레이터 12,B1-BM1,내부,ES
612,불광(6),승강기)에스컬레이터 2,B4-B2,내부,ES
612,불광(6),승강기)에스컬레이터 3,B4-B2,내부,ES
612,불광(6),승강기)에스컬레이터 4,B2-B4,내부,ES
612,불광(6),승강기)에스컬레이터 5,B2-BM2,내부,ES
612,불광(6),승강기)에스컬레이터 6,BM2-B2,내부,ES
612,불광(6),승강기)에스컬레이터 7,B2-BM2,내부,ES
612,불광(6),승강기)에스컬레이터 8,BM2-B2,내부,ES
612,불광(6),승강기)에스컬레이터 9,BM1-B1,내부,ES
612,불광(6),승강기)엘리베이터 1,B1-B4,내부,EV
612,불광(6),승강기)엘리베이터 2,B1-B4,내부,EV
612,불광(6),승강기)엘리베이터 3,F1-B1,8번 출구측,EV
612,불광(6),승강기)휠체어리프트 1,B1-B2,내부,WL
612,불광(6),승강기)휠체어리프트 2,B1-B2,내부,WL
613,독바위,승강기)에스컬레이터 1,B5-B6,내부,ES
613,독바위,승강기)에스컬레이터 2,B6-B5,내부,ES
613,독바위,승강기)에스컬레이터 3,B5-B3,내부,ES
613,독바위,승강기)에스컬레이터 4,B3-B5,내부,ES
613,독바위,승강기)에스컬레이터 5,B1-B3,내부,ES
613,독바위,승강기)에스컬레이터 6,B3-B1,내부,ES
613,독바위,승강기)에스컬레이터 7,BM1-B1,내부,ES
613,독바위,승강기)에스컬레이터 8,BM1-F1,외부,ES
613,독바위,승강기)엘리베이터 1,B1-B6,내부,EV
613,독바위,승강기)엘리베이터 2,F1-B1,1번 출구측,EV
614,연신내(6),승강기)에스컬레이터 1,B5-B3,내부,ES
614,연신내(6),승강기)에스컬레이터 2,B5-B3,내부,ES
614,연신내(6),승강기)에스컬레이터 3,B3-B5,내부,ES
614,연신내(6),승강기)에스컬레이터 4,B1-B3,내부,ES
614,연신내(6),승강기)에스컬레이터 5,B1-B3,내부,ES
614,연신내(6),승강기)에스컬레이터 6,B3-B1,내부,ES
614,연신내(6),승강기)엘리베이터 1,B1-B5,내부,EV
614,연신내(6),승강기)엘리베이터 2,F1-B1,6번 출구측,EV
615,구산,승강기)에스컬레이터 1,B4-B1,내부,ES
615,구산,승강기)에스컬레이터 2,B1-B4,내부,ES
615,구산,승강기)엘리베이터 1,F1-B1,4번 출구측,EV
615,구산,승강기)휠체어리프트 1,B2-B3,내부,WL
616,새절,승강기)에스컬레이터 1,B2-B1,내부,ES
616,새절,승강기)에스컬레이터 2,B1-B2,내부,ES
616,새절,승강기)에스컬레이터 3,B2-B1,내부,ES
616,새절,승강기)에스컬레이터 4,B1-B2,내부,ES
616,새절,승강기)엘리베이터 1,B1-B2,내부,EV
616,새절,승강기)엘리베이터 2,F1-B1,1번 출구측,EV
616,새절,승강기)휠체어리프트 1,B1-B2,내부,WL
617,증산,승강기)에스컬레이터 1,B1-BM1,내부,ES
617,증산,승강기)에스컬레이터 2,B1-BM1,내부,ES
617,증산,승강기)에스컬레이터 3,B2-B1,내부,ES
617,증산,승강기)에스컬레이터 4,B1-B2,내부,ES
617,증산,승강기)에스컬레이터 5,B2-B1,내부,ES
617,증산,승강기)에스컬레이터 6,B1-B2,내부,ES
617,증산,승강기)엘리베이터 1,B1-B2,내부,EV
617,증산,승강기)엘리베이터 2,B1-B2,내부,EV
617,증산,승강기)엘리베이터 3,F1-B1,2번 출구측,EV
618,디지털미디어시티(6),승강기)에스컬레이터 1,B2-B1,내부,ES
618,디지털미디어시티(6),승강기)에스컬레이터 2,B2-B1,내부,ES
618,디지털미디어시티(6),승강기)에스컬레이터 3,B2-B1,내부,ES
618,디지털미디어시티(6),승강기)에스컬레이터 4,B2-B1,내부,ES
618,디지털미디어시티(6),승강기)에스컬레이터 5,B1-F1,외부,ES
618,디지털미디어시티(6),승강기)에스컬레이터 6,F1-B1,외부,ES
618,디지털미디어시티(6),승강기)에스컬레이터 7,F1-B1,외부,ES
618,디지털미디어시티(6),승강기)에스컬레이터 8,B1-F1,외부,ES
618,디지털미디어시티(6),승강기)엘리베이터 1,B1-B2,내부,EV
618,디지털미디어시티(6),승강기)엘리베이터 2,B1-B2,내부,EV
618,디지털미디어시티(6),승강기)엘리베이터 3,F1-B1,4번 출구측,EV
618,디지털미디어시티(6),승강기)휠체어리프트 1,B2-B3,내부,WL
618,디지털미디어시티(6),승강기)휠체어리프트 2,B3-B2,내부,WL
618,디지털미디어시티(6),승강기)휠체어리프트 3,F1-B2,외부,WL
619,월드컵경기장(6),승강기)에스컬레이터 1,B1-F1,외부,ES
619,월드컵경기장(6),승강기)에스컬레이터 10,F1-B1,외부,ES
619,월드컵경기장(6),승강기)에스컬레이터 11,B1-F1,외부,ES
619,월드컵경기장(6),승강기)에스컬레이터 12,B1-F1,외부,ES
619,월드컵경기장(6),승강기)에스컬레이터 2,B1-F1,외부,ES
619,월드컵경기장(6),승강기)에스컬레이터 3,F1-B1,외부,ES
619,월드컵경기장(6),승강기)에스컬레이터 4,F1-B1,외부,ES
619,월드컵경기장(6),승강기)에스컬레이터 5,F1-B1,외부,ES
619,월드컵경기장(6),승강기)에스컬레이터 6,F1-B1,외부,ES
619,월드컵경기장(6),승강기)에스컬레이터 7,B1-F1,외부,ES
619,월드컵경기장(6),승강기)에스컬레이터 8,B1-F1,외부,ES
619,월드컵경기장(6),승강기)에스컬레이터 9,F1-B1,외부,ES
619,월드컵경기장(6),승강기)엘리베이터 1,B2-B3,내부,EV
619,월드컵경기장(6),승강기)엘리베이터 2,B2-B3,내부,EV
619,월드컵경기장(6),승강기)엘리베이터 3,F1-B2,2번 출구측,EV
620,마포구청,승강기)에스컬레이터 1,F1-BM1,1번 출구측,ES
620,마포구청,승강기)에스컬레이터 10,BM1-B1,내부,ES
620,마포구청,승강기)에스컬레이터 11,B1-BM1,내부,ES
620,마포구청,승강기)에스컬레이터 12,BM1-F1,8번 출구측,ES
620,마포구청,승강기)에스컬레이터 12,BM1-F1,5번 출구측,ES
620,마포구청,승강기)에스컬레이터 2,BM1-F1,1번 출구측,ES
620,마포구청,승강기)에스컬레이터 3,F1-BM1,8번 출구측,ES
620,마포구청,승강기)에스컬레이터 4,F1-B1,3번 출구측,ES
620,마포구청,승강기)에스컬레이터 5,B1-F1,3번 출구측,ES
620,마포구청,승강기)에스컬레이터 6,F1-B1,4번 출구측,ES
620,마포구청,승강기)에스컬레이터 7,B1-F1,4번 출구측,ES
620,마포구청,승강기)에스컬레이터 8,F1-BM1,5번 출구측,ES
620,마포구청,승강기)엘리베이터 1,B2-B3,내부,EV
620,마포구청,승강기)엘리베이터 2,B2-B3,내부,EV
620,마포구청,승강기)엘리베이터 3,F1-B2,8번 출구측,EV
620,마포구청,승강기)엘리베이터 4,F1-B2,2번 출구측,EV
620,마포구청,승강기)휠체어리프트 1,B2-B3,내부,WL
620,마포구청,승강기)휠체어리프트 2,B2-B3,내부,WL
620,마포구청,승강기)휠체어리프트 3,B1-B2,내부,WL
620,마포구청,승강기)휠체어리프트 4,F1-B1,외부,WL
621,망원,승강기)에스컬레이터 1,B1-BM1,내부,ES
621,망원,승강기)에스컬레이터 2,B1-BM1,내부,ES
621,망원,승강기)엘리베이터 1,B1-B2,내부,EV
621,망원,승강기)엘리베이터 2,F1-B2,2번 출구측,EV
622,합정(6),승강기)에스컬레이터 1,B4-B3,내부,ES
622,합정(6),승강기)에스컬레이터 10,B1-F1,5번 출구측,ES
622,합정(6),승강기)에스컬레이터 11,B1-F1,건물측관리,ES
622,합정(6),승강기)에스컬레이터 12,F1-B1,건물측관리,ES
622,합정(6),승강기)에스컬레이터 13,F1-B1,건물측관리,ES
622,합정(6),승강기)에스컬레이터 14,B1-F1,건물측관리,ES
622,합정(6),승강기)에스컬레이터 15,F1-B1,8번 출구측,ES
622,합정(6),승강기)에스컬레이터 16,B1-F1,8번 출구측,ES
622,합정(6),승강기)에스컬레이터 17,B1-F1,건물측관리,ES
622,합정(6),승강기)에스컬레이터 18,F1-B1,건물측관리,ES
622,합정(6),승강기)에스컬레이터 2,B3-B4,내부,ES
622,합정(6),승강기)에스컬레이터 3,B4-B3,내부,ES
622,합정(6),승강기)에스컬레이터 4,B2-B3,내부,ES
622,합정(6),승강기)에스컬레이터 5,B3-B2,내부,ES
622,합정(6),승강기)에스컬레이터 6,B2-B3,내부,ES
622,합정(6),승강기)에스컬레이터 7,B3-B2,내부,ES
622,합정(6),승강기)에스컬레이터 8,B3-B1,내부,ES
622,합정(6),승강기)에스컬레이터 9,B1-B3,내부,ES
622,합정(6),승강기)엘리베이터 1,B1-B4,내부,EV
622,합정(6),승강기)엘리베이터 2,B3-B4,내부,EV
622,합정(6),승강기)엘리베이터 3,F1-B1,6번 출구측,EV
622,합정(6),승강기)엘리베이터 4,F1-B1,9번 출구측,EV
622,합정(6),승강기)엘리베이터 5,F1-B1,8-1 출구측,EV
622,합정(6),승강기)휠체어리프트 1,B2-B3,내부,WL
623,상수,승강기)에스컬레이터 1,B2-B3,내부,ES
623,상수,승강기)에스컬레이터 10,BM1-F1,외부,ES
623,상수,승강기)에스컬레이터 2,B3-B2,내부,ES
623,상수,승강기)에스컬레이터 3,B1-B2,내부,ES
623,상수,승강기)에스컬레이터 4,B2-B1,내부,ES
623,상수,승강기)에스컬레이터 5,BM1-B1,내부,ES
623,상수,승강기)에스컬레이터 6,B1-BM1,내부,ES
623,상수,승강기)에스컬레이터 7,BM1-B1,내부,ES
623,상수,승강기)에스컬레이터 8,B1-BM1,내부,ES
623,상수,승강기)에스컬레이터 9,F1-BM1,외부,ES
623,상수,승강기)엘리베이터 1,B2-B3,내부,EV
623,상수,승강기)엘리베이터 2,F1-B1,내부,EV
623,상수,승강기)엘리베이터 3,B2-B1,내부,EV
623,상수,승강기)휠체어리프트 1,B1-B2,내부,WL
623,상수,승강기)휠체어리프트 2,F1-B1,외부,WL
624,광흥창,승강기)에스컬레이터 1,B3-B2,내부,ES
624,광흥창,승강기)에스컬레이터 2,B3-B2,내부,ES
624,광흥창,승강기)에스컬레이터 3,B2-B1,내부,ES
624,광흥창,승강기)에스컬레이터 4,B2-B1,내부,ES
624,광흥창,승강기)에스컬레이터 5,BM1-M1,내부,ES
624,광흥창,승강기)에스컬레이터 6,BM1-M1,내부,ES
624,광흥창,승강기)에스컬레이터 7,BM1-M1,내부,ES
624,광흥창,승강기)에스컬레이터 8,BM1-F1,외부,ES
624,광흥창,승강기)에스컬레이터 9,F1-BM1,외부,ES
624,광흥창,승강기)엘리베이터 1,F1-B2,1번 출구측,EV
624,광흥창,승강기)엘리베이터 2,B2-B3,내부,EV
624,광흥창,승강기)엘리베이터 3,F1-B2,4번 출구측,EV
624,광흥창,승강기)휠체어리프트 1,B2-B3,내부,WL
625,대흥,승강기)에스컬레이터 1,B2-B1,내부,ES
625,대흥,승강기)에스컬레이터 2,B1-B2,내부,ES
625,대흥,승강기)에스컬레이터 3,B2-B1,내부,ES
625,대흥,승강기)에스컬레이터 4,B2-B1,내부,ES
625,대흥,승강기)에스컬레이터 5,B1-F1,1번 출구측,ES
625,대흥,승강기)에스컬레이터 6,F1-B1,1번 출구측,ES
625,대흥,승강기)엘리베이터 1,B2-B3,내부,EV
625,대흥,승강기)엘리베이터 2,B1-B2,내부,EV
625,대흥,승강기)휠체어리프트 2,B2-B1,외부,WL
626,공덕(6),승강기)에스컬레이터 1,F1-B1,내부,ES
626,공덕(6),승강기)에스컬레이터 2,B1-F1,내부,ES
626,공덕(6),승강기)에스컬레이터 3,B3-B2,내부,ES
626,공덕(6),승강기)에스컬레이터 4,B2-B3,내부,ES
626,공덕(6),승강기)에스컬레이터 5,B3-B2,내부,ES
626,공덕(6),승강기)에스컬레이터 6,B2-B3,내부,ES
626,공덕(6),승강기)엘리베이터 1,B1-B2,내부,EV
626,공덕(6),승강기)엘리베이터 2,B1-B2,내부,EV
626,공덕(6),승강기)엘리베이터 3,F1-B1,5번 출구측,EV
626,공덕(6),승강기)엘리베이터 4,B2-B3,내부,EV
626,공덕(6),승강기)엘리베이터 5,B2-B3,내부,EV
626,공덕(6),승강기)휠체어리프트 1,B1-B2,내부,WL
627,효창공원앞(6),승강기)에스컬레이터 1,B2-B1,내부,ES
627,효창공원앞(6),승강기)에스컬레이터 2,B1-B2,내부,ES
627,효창공원앞(6),승강기)에스컬레이터 3,B1-F1,외부,ES
627,효창공원앞(6),승강기)에스컬레이터 4,F1-B1,외부,ES
627,효창공원앞(6),승강기)에스컬레이터 5,B3-B2,내부,ES
627,효창공원앞(6),승강기)에스컬레이터 6,B2-B3,내부,ES
627,효창공원앞(6),승강기)엘리베이터 1,B2-B3,내부,EV
627,효창공원앞(6),승강기)엘리베이터 2,B1-B2,내부,EV
627,효창공원앞(6),승강기)휠체어리프트 2,F1-B1,외부,WL
628,삼각지(6),승강기)무빙워크 1,B3-B3,내부,MW
628,삼각지(6),승강기)무빙워크 2,B3-B3,내부,MW
628,삼각지(6),승강기)무빙워크 3,B3-B3,내부,MW
628,삼각지(6),승강기)무빙워크 4,B3-B3,내부,MW
628,삼각지(6),승강기)무빙워크 5,B3-B3,내부,MW
628,삼각지(6),승강기)무빙워크 6,B3-B3,내부,MW
628,삼각지(6),승강기)무빙워크 7,B3-B3,내부,MW
628,삼각지(6),승강기)무빙워크 8,B3-B3,내부,MW
628,삼각지(6),승강기)에스컬레이터 1,B1-B3,내부,ES
628,삼각지(6),승강기)에스컬레이터 2,B3-B1,내부,ES
628,삼각지(6),승강기)에스컬레이터 3,B3-B1,내부,ES
628,삼각지(6),승강기)에스컬레이터 4,B1-B3,내부,ES
628,삼각지(6),승강기)엘리베이터 1,B3-B4,내부,EV
628,삼각지(6),승강기)엘리베이터 2,B3-B4,내부,EV
628,삼각지(6),승강기)엘리베이터 3,F1-B3,8번 출구측,EV
628,삼각지(6),승강기)엘리베이터 4,F1-B3,12번 출구측,EV
628,삼각지(6),승강기)엘리베이터 5,B3-B4,내부,EV
628,삼각지(6),승강기)휠체어리프트 1,B1-B4,내부,WL
628,삼각지(6),승강기)휠체어리프트 3,F1-B1,내부,WL
629,녹사평,승강기)에스컬레이터 1,B4-B5,내부,ES
629,녹사평,승강기)에스컬레이터 10,F1-B1,2번 출구측,ES
