역코드,역명,승강기명,운행구간,설치위치,승강기 구분
145,온수(1),None,None,None,None
144,오류동,None,None,None,None
143,개봉,None,None,None,None
142,구일,None,None,None,None
141,구로,None,None,None,None
140,신도림(1),None,None,None,None
139,영등포,None,None,None,None
138,신길(1),None,None,None,None
137,대방,None,None,None,None
136,"	
노량진(1)",None,None,None,None
135,용산(1),None,None,None,None
134,남영,None,None,None,None
133,서울역(1),승강기)에스컬레이터 1,B2-B1,4호선연결통로,ES
133,서울역(1),승강기)에스컬레이터 2,B1-B2,하행 2-3,ES
133,서울역(1),승강기)에스컬레이터 3,B2-B1,상행 9-3,ES
133,서울역(1),승강기)에스컬레이터 4,B1-F1,4번 출구측,ES
133,서울역(1),승강기)에스컬레이터 5,F1-B1,4번 출구측,ES
133,서울역(1),승강기)엘리베이터 내부#1,B2-B1,승강장,EV
133,서울역(1),승강기)엘리베이터 외부#1,B1-F1,2번 출구측,EV
133,서울역(1),승강기)엘리베이터 외부#2,B1-F1,4번 출구측,EV
133,서울역(1),승강기)엘리베이터 외부#3,B1-F1,3번 출구측,EV
133,서울역(1),승강기)휠체어리프트 내부1,B2-B1,내부 C 계단,WL
132,시청(1),승강기)에스컬레이터 1,F1-B1,5번 출구측,ES
132,시청(1),승강기)에스컬레이터 2,B1-F1,5번 출구측,ES
132,시청(1),승강기)에스컬레이터 3,B1-F1,1번 출구측,ES
132,시청(1),승강기)엘리베이터 내부#1,B2-B1,상행 3-2,EV
132,시청(1),승강기)엘리베이터 내부#2,B2-B1,하행 8-3,EV
132,시청(1),승강기)엘리베이터 외부#1,B1-F1,12번출구사이,EV
131,종각,승강기)에스컬레이터 1,F1-B1,1번 출구측,ES
131,종각,승강기)에스컬레이터 2,B1-F1,1번 출구측,ES
131,종각,승강기)엘리베이터 내부#1,B2-B1,상행 6-4,EV
131,종각,승강기)엘리베이터 내부#2,B2-B1,하행 4-4,EV
131,종각,승강기)엘리베이터 외부#1,B1-F1,3번 출구측,EV
131,종각,승강기)엘리베이터 외부#2,B1-F1,1번 출구측,EV
130,종로3가(1),승강기)에스컬레이터 1,F1-B1,1번 출구측,ES
130,종로3가(1),승강기)에스컬레이터 2,B1-F1,1번 출구측,ES
130,종로3가(1),승강기)에스컬레이터 3,F1-B1,14번 출구측,ES
130,종로3가(1),승강기)에스컬레이터 4,B1-F1,14번 출구측,ES
130,종로3가(1),승강기)엘리베이터 내부#1,B2-B1,상행 4-4,EV
130,종로3가(1),승강기)엘리베이터 내부#2,B2-B1,하행 6-4,EV
130,종로3가(1),승강기)엘리베이터 외부#1,B1-F1,1213번출구,EV
129,종로5가,승강기)엘리베이터 내부#1,B2-B1,상행 8-3,EV
129,종로5가,승강기)엘리베이터 내부#2,B2-B1,하행 3-2,EV
129,종로5가,승강기)엘리베이터 외부#1,B1-F1,89번출구측,EV
128,동대문(1),승강기)에스컬레이터 1,B1-F1,1번 출구측,ES
128,동대문(1),승강기)엘리베이터 내부#1,B2-B1,상행 10-4,EV
128,동대문(1),승강기)엘리베이터 내부#2,B2-B1,하행 2-1,EV
128,동대문(1),승강기)엘리베이터 외부#1,B1-F1,6번 출구측,EV
127,동묘앞(1),승강기)에스컬레이터 1,B2-B3,청량리방향9-1,ES
127,동묘앞(1),승강기)에스컬레이터 10,B1-F1,2번 출입구,ES
127,동묘앞(1),승강기)에스컬레이터 11,F1-B1,3번 출입구,ES
127,동묘앞(1),승강기)에스컬레이터 12,B1-F1,3번 출입구,ES
127,동묘앞(1),승강기)에스컬레이터 2,B3-B2,청량리방향9-1,ES
127,동묘앞(1),승강기)에스컬레이터 3,B1-B2,청량리방향6-2,ES
127,동묘앞(1),승강기)에스컬레이터 4,B2-B1,시청방향 5-4,ES
127,동묘앞(1),승강기)에스컬레이터 5,B1-B2,시청방향 2-4,ES
127,동묘앞(1),승강기)에스컬레이터 6,B2-B1,시청방향 2-4,ES
127,동묘앞(1),승강기)에스컬레이터 7,F1-B1,1번 출입구,ES
127,동묘앞(1),승강기)에스컬레이터 8,B1-F1,1번 출입구,ES
127,동묘앞(1),승강기)에스컬레이터 9,F1-B1,2번 출입구,ES
127,동묘앞(1),승강기)엘리베이터 내부#1,B1-4F,본관건물,EV
127,동묘앞(1),승강기)엘리베이터 내부#2,B2-BM2-B1,상행 10-3,EV
127,동묘앞(1),승강기)엘리베이터 내부#3,B2-B1,상행 4-8,EV
127,동묘앞(1),승강기)엘리베이터 내부#4,B2-B1,하행 7-3,EV
127,동묘앞(1),승강기)엘리베이터 내부#5,B2-B1,하행 1-2,EV
127,동묘앞(1),승강기)엘리베이터 외부#1,B1-BM1-1F,외부,EV
127,동묘앞(1),승강기)엘리베이터 외부#2,B1-1F,외부,EV
126,신설동(1),승강기)엘리베이터 내부#1,B2-B1,상행 3-4,EV
126,신설동(1),승강기)엘리베이터 내부#2,B2-B1,하행 8-1,EV
126,신설동(1),승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
126,신설동(1),승강기)엘리베이터 외부#2,B1-F1,23번 출구측,EV
126,신설동(1),승강기)엘리베이터 외부#3,B1-F1,45번 출구측,EV
126,신설동(1),승강기)휠체어리프트 내부1,B2-B1,승강장,WL
126,신설동(1),승강기)휠체어리프트 내부2,B2-B1,승강장,WL
126,신설동(1),승강기)휠체어리프트 내부3,B2-B1,연결통로,WL
126,신설동(1),승강기)휠체어리프트 내부4,B2-B1,연결통로,WL
126,신설동(1),승강기)휠체어리프트 외부2,지상-B1,6번출구,WL
125,제기동,승강기)에스컬레이터 1,F1-B1,2번 출구측,ES
125,제기동,승강기)에스컬레이터 2,B1-F1,2번 출구측,ES
125,제기동,승강기)엘리베이터 내부#1,B2-B1,상행 9-4,EV
125,제기동,승강기)엘리베이터 내부#2,B2-B1,하행 2-1,EV
125,제기동,승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
124,청량리(1),승강기)에스컬레이터 1,F1-B1,6번 출입구,ES
124,청량리(1),승강기)에스컬레이터 2,B1-F1,6번 출입구,ES
124,청량리(1),승강기)에스컬레이터 3,F1-B1,2번 출구측,ES
124,청량리(1),승강기)에스컬레이터 4,B1-F1,2번 출구측,ES
124,청량리(1),승강기)엘리베이터 외부#1,B2-F1,6번 출구측,EV
124,청량리(1),승강기)휠체어리프트 내부1,B2-B1,승강장,WL
124,청량리(1),승강기)휠체어리프트 내부2,B2-B1,환승통로,WL
123,회기(1),None,None,None,None
122,외대앞,None,None,None,None
121,신이문,None,None,None,None
120,석계(1),None,None,None,None
119,광운대,None,None,None,None
118,월계,None,None,None,None
117,녹천,None,None,None,None
116,창동(1),None,None,None,None
115,방학,None,None,None,None
114,도봉,None,None,None,None
113,도봉산(1),None,None,None,None
201,시청(2),승강기)에스컬레이터 3,연결통로,서울역방향,ES
201,시청(2),승강기)에스컬레이터 4,연결통로,서울역방향,ES
201,시청(2),승강기)에스컬레이터 5,연결통로,내부화장실근접,ES
201,시청(2),승강기)에스컬레이터 6,연결통로,내부화장실근접,ES
201,시청(2),승강기)엘리베이터 내부#1,B3-B2-B1,승강장,EV
201,시청(2),승강기)엘리베이터 외부#1,B1-1F,9번 출구측,EV
202,을지로입구,승강기)에스컬레이터 1,F1-B1,8번 출구측,ES
202,을지로입구,승강기)에스컬레이터 2,B1-F1,8번 출구측,ES
202,을지로입구,승강기)에스컬레이터 3,F1-B1,1번 출구측,ES
202,을지로입구,승강기)에스컬레이터 4,연결통로,1번 출구측,ES
202,을지로입구,승강기)에스컬레이터 5,연결통로,1번 출구측,ES
202,을지로입구,승강기)에스컬레이터 6,B1-F1,1번 출구측,ES
202,을지로입구,승강기)엘리베이터 내부#1,B2-B1,외선 5-3,EV
202,을지로입구,승강기)엘리베이터 내부#2,B2-B1,내선 6-2,EV
202,을지로입구,승강기)엘리베이터 외부#1,B1-BM1-F1,1번 출구측,EV
202,을지로입구,승강기)엘리베이터 외부#2,B1-F1,5번 출구측,EV
203,을지로3가(2),승강기)엘리베이터 내부#1,B2-B1,외선 8-3,EV
203,을지로3가(2),승강기)엘리베이터 내부#2,B2-B1,내선 3-2,EV
204,을지로4가(2),승강기)에스컬레이터 1,F1-B1,5번 출구측,ES
204,을지로4가(2),승강기)에스컬레이터 2,B1-F1,5번 출구측,ES
204,을지로4가(2),승강기)엘리베이터 내부#1,B2-B1,외선 3-2,EV
204,을지로4가(2),승강기)엘리베이터 내부#2,B2-B1,내선 8-3,EV
204,을지로4가(2),승강기)엘리베이터 외부#1,B1-F1,8번 출구측,EV
205,동대문역사문화공원(2),승강기)에스컬레이터 1,F1-B1,3번 출입구,ES
205,동대문역사문화공원(2),승강기)에스컬레이터 2,B1-F1,3번 출입구,ES
205,동대문역사문화공원(2),승강기)엘리베이터 내부#1,B2-B1,외선 8-3,EV
205,동대문역사문화공원(2),승강기)엘리베이터 내부#2,B2-B1,내선 3-2,EV
205,동대문역사문화공원(2),승강기)엘리베이터 외부#1,B1-1F,1번 출구측,EV
206,신당(2),승강기)에스컬레이터 1,F1-B1,3번 출구측,ES
206,신당(2),승강기)에스컬레이터 2,B1-F1,3번 출구측,ES
206,신당(2),승강기)엘리베이터 내부#1,B2-B1,외선 3-4,EV
206,신당(2),승강기)엘리베이터 내부#2,B2-B1,내선 7-4,EV
206,신당(2),승강기)엘리베이터 외부#1,B1-F1,2번 출구측,EV
207,상왕십리,승강기)에스컬레이터 1,F1-B1,1번 출구측,ES
207,상왕십리,승강기)에스컬레이터 2,B1-F1,1번 출구측,ES
207,상왕십리,승강기)에스컬레이터 3,B1-B2,1번 출구측,ES
207,상왕십리,승강기)에스컬레이터 4,B2-B1,1번 출구측,ES
207,상왕십리,승강기)에스컬레이터 5,B1-F1,1-1번 출구측,ES
207,상왕십리,승강기)에스컬레이터 6,B1-F1,1-1번 출구측,ES
207,상왕십리,승강기)에스컬레이터 7,B1-B2,1-1번 출구측,ES
207,상왕십리,승강기)에스컬레이터 8,B1-B2,1-1번 출구측,ES
207,상왕십리,승강기)엘리베이터 내부#1,B2-B1,외선 8-1,EV
207,상왕십리,승강기)엘리베이터 내부#2,B2-B1,내선 3-4,EV
207,상왕십리,승강기)엘리베이터 외부#1,B1-F1,23번출구측,EV
208,왕십리(2),승강기)에스컬레이터 1,F1-B1,3번 출입구,ES
208,왕십리(2),승강기)에스컬레이터 2,B1-F1,3번 출입구,ES
208,왕십리(2),승강기)에스컬레이터 3,환승통로,외선 7-7,ES
208,왕십리(2),승강기)에스컬레이터 4,환승통로,외선 7-1,ES
208,왕십리(2),승강기)에스컬레이터 5,환승통로,내선 2-3,ES
208,왕십리(2),승강기)에스컬레이터 6,환승통로,내선 2-3,ES
208,왕십리(2),승강기)에스컬레이터 7,환승통로,내선 3-1,ES
208,왕십리(2),승강기)에스컬레이터 8,환승통로,내선 3-1,ES
208,왕십리(2),승강기)엘리베이터 내부#1,B3-B2,외선 3-2,EV
208,왕십리(2),승강기)엘리베이터 내부#2,B3-B2,내선 3-4,EV
209,한양대,승강기)에스컬레이터 1,지상-F2,1번 출구측,ES
209,한양대,승강기)에스컬레이터 2,F2-지상,2번 출구측,ES
209,한양대,승강기)엘리베이터 내부#1,F1-F2,승강장,EV
209,한양대,승강기)엘리베이터 외부#1,지상-F2,4번 출구측,EV
209,한양대,승강기)휠체어리프트 내부1,F1-F2,내부,WL
210,뚝섬,승강기)에스컬레이터 1,지상-F2,5번 출구측,ES
210,뚝섬,승강기)에스컬레이터 2,F2-지상,5번 출구측,ES
210,뚝섬,승강기)에스컬레이터 3,지상-F2,2번 출구측,ES
210,뚝섬,승강기)에스컬레이터 4,F2-지상,2번 출구측,ES
210,뚝섬,승강기)에스컬레이터 5,지상-F2,8번 출구측,ES
210,뚝섬,승강기)에스컬레이터 6,F2-지상,8번 출구측,ES
210,뚝섬,승강기)에스컬레이터 7,지상-F2,3번 출구측,ES
210,뚝섬,승강기)에스컬레이터 8,F2-지상,3번 출구측,ES
210,뚝섬,승강기)엘리베이터 내부#1,F2-F3,외선 7-1,EV
210,뚝섬,승강기)엘리베이터 내부#2,F2-F3,내선 7-1,EV
210,뚝섬,승강기)엘리베이터 외부#1,지상-F2,3번 출구측,EV
210,뚝섬,승강기)엘리베이터 외부#2,지상-F2,6번 출구측,EV
211,성수,승강기)에스컬레이터 1,지상-F2,1번 출구측,ES
211,성수,승강기)에스컬레이터 2,F2-지상,1번 출구측,ES
211,성수,승강기)에스컬레이터 3,지상-F2,2번 출구측,ES
211,성수,승강기)에스컬레이터 4,F2-지상,2번 출구측,ES
211,성수,승강기)에스컬레이터 5,F2-지상,3번 출구측,ES
211,성수,승강기)에스컬레이터 6,지상-F2,3번 출구측,ES
211,성수,승강기)에스컬레이터 7,F2-지상,4번 출구측,ES
211,성수,승강기)에스컬레이터 8,지상-F2,4번 출구측,ES
211,성수,승강기)엘리베이터 내부#1,F2-F3,외선 7-1,EV
211,성수,승강기)엘리베이터 내부#2,F2-F3,내선 4-4,EV
211,성수,승강기)엘리베이터 외부#1,지상-F1,1번 출구측,EV
211,성수,승강기)엘리베이터 외부#2,지상-F1,4번 출구측,EV
212,건대입구(2),승강기)에스컬레이터 1,F2-F1,6번 출입구,ES
212,건대입구(2),승강기)에스컬레이터 2,F1-F2,6번 출입구,ES
212,건대입구(2),승강기)엘리베이터 내부#1,F2-F3,승강장,EV
212,건대입구(2),승강기)엘리베이터 외부#1,지상-F2-F3,7-3~6번출구,EV
213,구의,승강기)에스컬레이터 1,F2-F1,1번 출입구,ES
213,구의,승강기)에스컬레이터 2,F1-F2,1번 출입구,ES
213,구의,승강기)에스컬레이터 3,지상-F2,4번 출구측,ES
213,구의,승강기)에스컬레이터 4,F2-지상,4번 출구측,ES
213,구의,승강기)에스컬레이터 5,F1-F2,2번 출구측,ES
213,구의,승강기)에스컬레이터 6,F1-F2,2번 출구측,ES
213,구의,승강기)엘리베이터 내부#1,F2-F3,승강장,EV
213,구의,승강기)엘리베이터 외부#1,지상-F2-F3,2번 출구측,EV
214,강변,승강기)에스컬레이터 1,F1-B2,내부,ES
214,강변,승강기)에스컬레이터 2,F2-F3,내부,ES
214,강변,승강기)엘리베이터 내부#1,F1-F2,외선 4-2,EV
214,강변,승강기)엘리베이터 내부#2,F1-F2,내선 7-3,EV
215,잠실나루,승강기)에스컬레이터 1,F3-지상,내부,ES
215,잠실나루,승강기)에스컬레이터 2,지상-F2,내부,ES
215,잠실나루,승강기)에스컬레이터 3,F2-F3,2번 출구측,ES
215,잠실나루,승강기)에스컬레이터 4,F2-F3,2번 출구측,ES
215,잠실나루,승강기)엘리베이터 내부#1,F1-F2,외선 3-4,EV
215,잠실나루,승강기)엘리베이터 내부#2,F1-F2,내선 8-1,EV
216,잠실(2),승강기)에스컬레이터 1,F1-B1,5번 출입구,ES
216,잠실(2),승강기)에스컬레이터 2,B1-F1,5번 출입구,ES
216,잠실(2),승강기)에스컬레이터 3,F1-B1,1번 출입구,ES
216,잠실(2),승강기)에스컬레이터 4,B1-F1,1번 출입구,ES
216,잠실(2),승강기)에스컬레이터 5,F1-B1,2번 출입구,ES
216,잠실(2),승강기)에스컬레이터 6,B1-F1,2번 출입구,ES
216,잠실(2),승강기)엘리베이터 내부#1,B2-B1,외선 5-2,EV
216,잠실(2),승강기)엘리베이터 내부#2,B2-B1,내선 6-3,EV
216,잠실(2),승강기)엘리베이터 외부#1,B1-지상,6번 출구측,EV
216,잠실(2),승강기)엘리베이터 외부#2,B1-지상,12번 출구측,EV
216,잠실(2),승강기)휠체어리프트 내부1,B1-B1,상가측 연결계단,WL
217,잠실새내,승강기)에스컬레이터 1,B1-F1,1번 출구측,ES
217,잠실새내,승강기)에스컬레이터 10,F1-B1,8번 출구측,ES
217,잠실새내,승강기)에스컬레이터 11,B1-F1,8번 출구측,ES
217,잠실새내,승강기)에스컬레이터 2,F1-B1,2번 출구측,ES
217,잠실새내,승강기)에스컬레이터 3,B1-F1,2번 출구측,ES
217,잠실새내,승강기)에스컬레이터 4,F1-B1,5번 출구측,ES
217,잠실새내,승강기)에스컬레이터 5,B1-F1,5번 출구측,ES
217,잠실새내,승강기)에스컬레이터 6,F1-B1,6번 출구측,ES
217,잠실새내,승강기)에스컬레이터 7,B1-F1,6번 출구측,ES
217,잠실새내,승강기)에스컬레이터 8,F1-B1,7번 출구측,ES
217,잠실새내,승강기)에스컬레이터 9,B1-F1,7번 출구측,ES
217,잠실새내,승강기)엘리베이터 내부#1,B2-B1,외선 7-3,EV
217,잠실새내,승강기)엘리베이터 내부#2,B2-B1,내선 4-1,EV
217,잠실새내,승강기)엘리베이터 외부#1,B1-F1,7번 출구측,EV
217,잠실새내,승강기)엘리베이터 외부#2,B1-F1,2번 출구측,EV
218,종합운동장(2),승강기)에스컬레이터 1,F1-B1,4번 출구측,ES
218,종합운동장(2),승강기)에스컬레이터 2,B1-F1,4번 출구측,ES
218,종합운동장(2),승강기)에스컬레이터 3,B1-F1,8번 출구측,ES
218,종합운동장(2),승강기)에스컬레이터 4,F1-B1,1번 출구측,ES
218,종합운동장(2),승강기)에스컬레이터 5,B1-F1,1번 출구측,ES
218,종합운동장(2),승강기)엘리베이터 내부#1,B2-B1,외선 2-4,EV
218,종합운동장(2),승강기)엘리베이터 내부#2,B2-B1,내선 8-4,EV
218,종합운동장(2),승강기)엘리베이터 외부#1,B1-F1,6번 출구측,EV
219,삼성,승강기)에스컬레이터 1,F1-B1,3번 출입구,ES
219,삼성,승강기)에스컬레이터 2,B1-F1,3번 출입구,ES
219,삼성,승강기)에스컬레이터 3,F1-B1,7번 출입구,ES
219,삼성,승강기)에스컬레이터 4,B1-F1,7번 출입구,ES
219,삼성,승강기)엘리베이터 내부#1,B2-B1,승강장,EV
219,삼성,승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
219,삼성,승강기)엘리베이터 외부#2,B1-F1,6번 출구측,EV
219,삼성,승강기)엘리베이터 외부#3,B1-F1,8번 출구측,EV
219,삼성,승강기)엘리베이터 외부#4,B1-F1,4번 출구측,EV
219,삼성,승강기)휠체어리프트 내부1,B1-B1,코엑스연결계단,WL
220,선릉(2),승강기)에스컬레이터 1,F1-B1,4번 출입구,ES
220,선릉(2),승강기)에스컬레이터 2,B1-F1,4번 출입구,ES
220,선릉(2),승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
220,선릉(2),승강기)엘리베이터 외부#2,B1-F1,5번 출구측,EV
220,선릉(2),승강기)엘리베이터 외부#3,B1-F1,10번 출구측,EV
221,역삼,승강기)에스컬레이터 1,F1-B1,외부,ES
221,역삼,승강기)에스컬레이터 10,B1-F1,3번 출입구,ES
221,역삼,승강기)에스컬레이터 11,F1-B1,4번 출입구,ES
221,역삼,승강기)에스컬레이터 12,B1-F1,4번 출입구,ES
221,역삼,승강기)에스컬레이터 13,F1-B1,2번 출입구,ES
221,역삼,승강기)에스컬레이터 14,B1-F1,2번 출입구,ES
221,역삼,승강기)에스컬레이터 2,B1-F1,외부,ES
221,역삼,승강기)에스컬레이터 3,F1-B1,외부,ES
221,역삼,승강기)에스컬레이터 4,B1-F1,외부,ES
221,역삼,승강기)에스컬레이터 5,F1-B1,12번 출입구,ES
221,역삼,승강기)에스컬레이터 6,B1-F1,12번 출입구,ES
221,역삼,승강기)에스컬레이터 7,F1-B1,5~8번 출입구,ES
221,역삼,승강기)에스컬레이터 8,B1-F1,5~8번 출입구,ES
221,역삼,승강기)에스컬레이터 9,F1-B1,3번 출입구,ES
221,역삼,승강기)엘리베이터 내부#1,B2-B1,외선 7-3,EV
221,역삼,승강기)엘리베이터 내부#2,B2-B1,내선 4-1,EV
221,역삼,승강기)엘리베이터 외부#1,B1-F1,3번 출구측,EV
221,역삼,승강기)엘리베이터 외부#2,B1-F1,4번 출구측,EV
222,강남(2),승강기)엘리베이터 내부#1,B2-B1,외선 8-1,EV
222,강남(2),승강기)엘리베이터 내부#2,B2-B1,내선 3-4,EV
222,강남(2),승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
222,강남(2),승강기)엘리베이터 외부#2,B1-F1,10번 출구측,EV
223,교대(2),승강기)에스컬레이터 1,F1-B1,6번 출입구,ES
223,교대(2),승강기)에스컬레이터 2,B1-F1,6번 출입구,ES
223,교대(2),승강기)엘리베이터 내부#1,B2-B1,외선 8-4,EV
223,교대(2),승강기)엘리베이터 내부#2,B2-B1,내선 3-1,EV
223,교대(2),승강기)엘리베이터 외부#1,B1-1F,5번 출구측,EV
224,서초,승강기)에스컬레이터 1,F1-B1,6번 출입구,ES
224,서초,승강기)에스컬레이터 2,B1-F1,6번 출입구,ES
224,서초,승강기)에스컬레이터 3,F1-B1,3번 출구측,ES
224,서초,승강기)에스컬레이터 4,B1-F1,3번 출구측,ES
224,서초,승강기)에스컬레이터 5,F1-B1,4번 출구측,ES
224,서초,승강기)에스컬레이터 6,B1-F1,4번 출구측,ES
224,서초,승강기)에스컬레이터 7,F1-B1,3번 출구측,ES
224,서초,승강기)에스컬레이터 8,B1-F1,3번 출구측,ES
224,서초,승강기)엘리베이터 내부#1,B2-B1,외선 2-4,EV
224,서초,승강기)엘리베이터 내부#2,B2-B1,내선 9-1,EV
224,서초,승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
224,서초,승강기)엘리베이터 외부#2,B1-F1,4번 출구측,EV
225,방배,승강기)에스컬레이터 1,F1-B1,4번 출구측,ES
225,방배,승강기)에스컬레이터 2,B1-F1,4번 출구측,ES
225,방배,승강기)엘리베이터 내부#1,B2-B1,외선 8-3,EV
225,방배,승강기)엘리베이터 내부#2,B2-B1,내선 3-1,EV
225,방배,승강기)엘리베이터 외부#1,B1-F1,3번 출구측,EV
226,사당(2),승강기)에스컬레이터 1,B1-B2,외선 3-3,ES
226,사당(2),승강기)에스컬레이터 10,B1-F1,14번 출구측,ES
226,사당(2),승강기)에스컬레이터 11,F1-B1,5번 출구측,ES
226,사당(2),승강기)에스컬레이터 12,B1-F1,5번 출구측,ES
226,사당(2),승강기)에스컬레이터 2,B2-B1,외선 3-3,ES
226,사당(2),승강기)에스컬레이터 3,B1-B2,외선 8-1,ES
226,사당(2),승강기)에스컬레이터 4,B2-B1,외선 8-1,ES
226,사당(2),승강기)에스컬레이터 5,B1-B2,내선 3-3,ES
226,사당(2),승강기)에스컬레이터 6,B2-B1,내선 3-3,ES
226,사당(2),승강기)에스컬레이터 7,B1-B2,내선 8-1,ES
226,사당(2),승강기)에스컬레이터 8,B2-B1,내선 8-1,ES
226,사당(2),승강기)에스컬레이터 9,F1-B1,14번 출구측,ES
226,사당(2),승강기)엘리베이터 내부#1,B2-B1,승강장,EV
226,사당(2),승강기)엘리베이터 외부#1,B1-1F,14번 출구측,EV
226,사당(2),승강기)엘리베이터 외부#2,B1-F1,6번 출구측,EV
227,낙성대,승강기)에스컬레이터 1,F1-B1,4번 출입구,ES
227,낙성대,승강기)에스컬레이터 2,B1-F1,4번 출입구,ES
227,낙성대,승강기)에스컬레이터 3,F1-B1,1번 출구측,ES
227,낙성대,승강기)에스컬레이터 4,B1-F1,1번 출구측,ES
227,낙성대,승강기)에스컬레이터 5,F1-B1,5번 출구측,ES
227,낙성대,승강기)에스컬레이터 6,B1-F1,5번 출구측,ES
227,낙성대,승강기)에스컬레이터 7,B1-F1,8번 출구측,ES
227,낙성대,승강기)에스컬레이터 8,F1-B1,8번 출구측,ES
227,낙성대,승강기)엘리베이터 내부#1,B2-B1,외선 8-2,EV
227,낙성대,승강기)엘리베이터 내부#2,B2-B1,내선 3-3,EV
227,낙성대,승강기)엘리베이터 외부#1,B1-F1,6번 출구측,EV
228,서울대입구,승강기)에스컬레이터 1,B2-B1,내선 9-1,ES
228,서울대입구,승강기)에스컬레이터 2,B1-B2,내선 6-1,ES
228,서울대입구,승강기)에스컬레이터 3,B2-B1,외선 5-3,ES
228,서울대입구,승강기)에스컬레이터 4,B1-B2,외선 9-1,ES
228,서울대입구,승강기)에스컬레이터 5,F1-B1,3번 출구측,ES
228,서울대입구,승강기)에스컬레이터 6,B1-F1,3번 출구측,ES
228,서울대입구,승강기)에스컬레이터 7,F1-B1,4번 출구측,ES
228,서울대입구,승강기)에스컬레이터 8,B1-F1,4번 출구측,ES
228,서울대입구,승강기)엘리베이터 내부#1,B2-B1,승강장,EV
228,서울대입구,승강기)엘리베이터 외부#1,B1-F1,6번 출구측,EV
228,서울대입구,승강기)엘리베이터 외부#2,B1-F1,2번 출구측,EV
229,봉천,승강기)에스컬레이터,F1-B1,4번 출입구,ES
229,봉천,승강기)에스컬레이터,B1-F1,4번 출입구,ES
229,봉천,승강기)에스컬레이터 1,F1-B1,외선 5-3,ES
229,봉천,승강기)에스컬레이터 2,B1-F1,외선 6-2,ES
229,봉천,승강기)에스컬레이터 3,F1-B1,3번 출구측,ES
229,봉천,승강기)에스컬레이터 4,B1-F1,3번 출구측,ES
229,봉천,승강기)에스컬레이터 5,F1-B1,6번 출구측,ES
229,봉천,승강기)에스컬레이터 6,B1-F1,6번 출구측,ES
229,봉천,승강기)에스컬레이터 7,F1-B1,4번출구 하행,ES
229,봉천,승강기)에스컬레이터 8,B1-F1,4번출구 상행,ES
229,봉천,승강기)엘리베이터 내부#1,B2-B1,승강장,EV
229,봉천,승강기)엘리베이터 외부#1,B1-F1,4번 출구측,EV
230,신림,승강기)에스컬레이터 1,B1-F1,7번 출구측,ES
230,신림,승강기)에스컬레이터 2,B1-F1,2번 출구측,ES
230,신림,승강기)에스컬레이터 3,F1-B1,2번 출구측,ES
230,신림,승강기)에스컬레이터 4,B1-F1,4번 출구측,ES
230,신림,승강기)에스컬레이터 5,F1-B1,4번 출구측,ES
230,신림,승강기)엘리베이터 내부#1,B2-B1,승강장,EV
230,신림,승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
230,신림,승강기)엘리베이터 외부#2,B1-F1,5번 출구측,EV
231,신대방,승강기)에스컬레이터 1,F3-F2,내선 3-4,ES
231,신대방,승강기)에스컬레이터 2,F2-F3,내선 3-4,ES
231,신대방,승강기)에스컬레이터 3,F3-F2,내선 8-3,ES
231,신대방,승강기)에스컬레이터 4,F2-F3,내선 8-3,ES
231,신대방,승강기)에스컬레이터 5,F3-F2,외선 3-1,ES
231,신대방,승강기)에스컬레이터 6,F2-F3,외선 3-1,ES
231,신대방,승강기)에스컬레이터 7,F3-F2,외선 7-1,ES
231,신대방,승강기)에스컬레이터 8,F2-F3,외선 7-1,ES
231,신대방,승강기)엘리베이터 내부#1,F2-F3,외선 3-4,EV
231,신대방,승강기)엘리베이터 내부#2,F2-F3,내선 8-1,EV
231,신대방,승강기)엘리베이터 외부#1,지상-F2,1번 출구측,EV
232,구로디지털단지,승강기)에스컬레이터 1,F1-F2,2번 출구측,ES
232,구로디지털단지,승강기)에스컬레이터 2,F2-F1,3번 출구측,ES
232,구로디지털단지,승강기)에스컬레이터 3,F2-F1,5번 출구측,ES
232,구로디지털단지,승강기)에스컬레이터 4,F1-F2,5번 출구측,ES
232,구로디지털단지,승강기)엘리베이터 내부#1,지상-F2,외선 3-4,EV
232,구로디지털단지,승강기)엘리베이터 내부#2,F2-F3,내선 7-4,EV
232,구로디지털단지,승강기)엘리베이터 외부#1,F2-F3,6번 출구측,EV
233,대림(2),승강기)에스컬레이터 1,F2-F1,1번 출구측,ES
233,대림(2),승강기)에스컬레이터 2,F1-F2,1번 출구측,ES
233,대림(2),승강기)에스컬레이터 3,F2-F1,8번 출구측,ES
233,대림(2),승강기)에스컬레이터 4,F1-F2,8번 출구측,ES
233,대림(2),승강기)에스컬레이터 5,F2-F1,5번 출구측,ES
233,대림(2),승강기)에스컬레이터 6,F1-F2,5번 출구측,ES
233,대림(2),승강기)엘리베이터 내부#1,F2-F3,외선 3-2,EV
233,대림(2),승강기)엘리베이터 내부#2,F2-F3,내선 8-3,EV
